NAME_CD	NAME	SOURCE_CD
NAGR	slender waternymph	UP
NAGU	southern waternymph	UP
NAGUG	southern waternymph	UP
NAGUO2	Guadalupe waternymph	UP
NAJAS	waternymph	UP
NAJO	jonquil	UP
NAMA	spiny naiad	UP
NAME2	primrose peerless	UP
NAMI	brittle waternymph	UP
NAPAE	napaea	UP
NAPO	poet's narcissus	UP
NAPS	daffodil	UP
NARCI	daffodil	UP
NARDU	matgrass	UP
NASQ	skunkbush	UP
NASSE	tussockgrass	UP
NAST3	matgrass	UP
NAVAR	pincushionplant	UP
NAVI4	green needlegrass	UP
NEAQ2	lakecress	UP
NECA2	catnip	UP
NEERA2	creeping lovegrass	UP
NELU	American lotus	UP
NELUM	lotus	UP
NEMOP2	nemopanthus	UP
NEMU2	catberry	UP
NEMU3	Persian catmint	UP
NEOBE	lakecress	UP
NEPA3	ballmustard	UP
NEPET	catnip	UP
NERE3	creeping lovegrass	UP
NESLI	neslia	UP
NIAL	jasmine tobacco	UP
NICAN	nicandra	UP
NICOT	tobacco	UP
NIDA	devil in the bush	UP
NIGEL	nigella	UP
NILO	longflower tobacco	UP
NIPH	apple of Peru	UP
NIRU	Aztec tobacco	UP
NITA	cultivated tobacco	UP
NOBI2	crowpoison	UP
NOCU	sharppoint prairie-dandelion	UP
NOLU	yellow monkswort	UP
NONEA	monkswort	UP
NORO	rose monkswort	UP
NOTHO2	false garlic	UP
NOTHO5	prairie-dandelion	UP
NOVE	red monkswort	UP
NUCA	Canada toadflax	UP
NULU	yellow pond-lily	UP
NULUA	yellow pond-lily	UP
NULUP2	yellow pond-lily	UP
NULUR	yellow pond-lily	UP
NULUV	varigated yellow pond-lily	UP
NUPHA	pond-lily	UP
NUTE	Texas toadflax	UP
NUTTA	toadflax	UP
NYAQ2	water tupelo	UP
NYBI	swamp tupelo	UP
NYCO	little floatingheart	UP
NYLE	Leiberg's waterlily	UP
NYMPH	waterlily	UP
NYMPH2	floatingheart	UP
NYOD	American white waterlily	UP
NYODO	American white waterlily	UP
NYODT	American white waterlily	UP
NYPE	yellow floatingheart	UP
NYSSA	tupelo	UP
NYSY	blackgum	UP
OBOLA	obolaria	UP
OBVI	Virginia pennywort	UP
OCAC	whorled wood aster	UP
OCBA	sweet basil	UP
OCIMU	basil	UP
OCLEM	aster	UP
OCNE2	bog aster	UP
ODONT4	odontites	UP
ODVE	red bartsia	UP
ODVES	red bartsia	UP
OEAL	whitest evening-primrose	UP
OEAR	shalebarren evening-primrose	UP
OEBI	common evening-primrose	UP
OECL3	Cleland's evening-primrose	UP
OEFR	narrowleaf evening-primrose	UP
OEFRF	narrowleaf evening-primrose	UP
OEFRG	narrowleaf evening-primrose	UP
OEGL	redsepal evening-primrose	UP
OEGR2	showy evening-primrose	UP
OEGR4	largeflower evening-primrose	UP
OEHU	seabeach evening-primrose	UP
OELA	cutleaf evening-primrose	UP
OELI	threadleaf evening-primrose	UP
OEMA	bigfruit evening-primrose	UP
OEMAM	bigfruit evening-primrose	UP
OENOT	evening-primrose	UP
OENU	Nuttall's evening-primrose	UP
OENU2	nodding evening-primrose	UP
OEOA	Oakes' evening-primrose	UP
OEPA5	northern evening-primrose	UP
OEPE	little evening-primrose	UP
OEPI2	meadow evening-primrose	UP
OEPIP	meadow evening-primrose	UP
OERH	fourpoint evening-primrose	UP
OESP2	pinkladies	UP
OETR2	stemless evening-primrose	UP
OEVI	hairy evening-primrose	UP
OEVIS	hairy evening-primrose	UP
OEVIV	hairy evening-primrose	UP
OLAL2	prairie goldenrod	UP
OLHO	Houghton's goldenrod	UP
OLIGO3	goldenrod	UP
OLOH	Ohio goldenrod	UP
OLRI	stiff goldenrod	UP
OLRI2	Riddell's goldenrod	UP
OLRIH	stiff goldenrod	UP
OLRIR	stiff goldenrod	UP
OMALO	arctic cudweed	UP
OMSY	woodland arctic cudweed	UP
ONAC	Scotch cottonthistle	UP
ONCA2	spiny restharrow	UP
ONMO	softhair marbleseed	UP
ONMOH2	softhair marbleseed	UP
ONMOM	softhair marbleseed	UP
ONMOO2	western marbleseed	UP
ONOBR	sainfoin	UP
ONOCL	sensitive fern	UP
ONONI	restharrow	UP
ONOPO	cottonthistle	UP
ONOSM	marbleseed	UP
ONSE	sensitive fern	UP
ONVI	sainfoin	UP
ONVI2	wild Job's tears	UP
OPEN	limestone adderstongue	UP
OPFR	brittle pricklypear	UP
OPFRF	brittle pricklypear	UP
OPHIO	adderstongue	UP
OPHO	devilsclub	UP
OPHU	devil's-tongue	UP
OPHUH	devil's-tongue	UP
OPLOP	oplopanax	UP
OPMA2	twistspine pricklypear	UP
OPMAM3	twistspine pricklypear	UP
OPPU3	northern adderstongue	UP
OPUNT	pricklypear	UP
OPVU	southern adderstongue	UP
ORAQ	goldenclub	UP
ORAS	roughleaf ricegrass	UP
ORBEX	leather-root	UP
ORFA	clustered broomrape	UP
ORIGA	origanum	UP
ORLU	Louisiana broomrape	UP
ORLUL2	Louisiana broomrape	UP
ORMA	sweet marjoram	UP
ORMI	hellroot	UP
PHDUD	smallflower phacelia	UP
PHEGO	beechfern	UP
PHELL	corktree	UP
PHFL4	Florida mock orange	UP
PHFL9	purple chokeberry	UP
PHFR	Franklin's phacelia	UP
PHGI	Brand's phacelia	UP
PHGL4	smooth phlox	UP
PHGLI	smooth phlox	UP
PHGLT	smooth phlox	UP
PHGR16	slender phlox	UP
PHGR22	strawberry-tomato	UP
PHGRG	slender phlox	UP
PHHE11	broad beechfern	UP
PHHE5	clammy groundcherry	UP
PHHEH3	clammy groundcherry	UP
PHHI8	prairie groundcherry	UP
PHILA	mock orange	UP
PHIN5	scentless mock orange	UP
PHIN8	slender false dragonhead	UP
PHJA	Japanese corktree	UP
PHLA13	wideflower phlox	UP
PHLA3	lanceleaf fogfruit	UP
PHLE14	oak mistletoe	UP
PHLE5	American lopseed	UP
PHLEU	timothy	UP
PHLO4	longleaf groundcherry	UP
PHLOL3	longleaf groundcherry	UP
PHLOS	longleaf groundcherry	UP
PHLOX	phlox	UP
PHMA4	wild sweetwilliam	UP
PHMAM	wild sweetwilliam	UP
PHMAP3	wild sweetwilliam	UP
PHME13	black chokeberry	UP
PHMI3	littleseed canarygrass	UP
PHNI	trailing phlox	UP
PHNIN	trailing phlox	UP
PHNO2	turkey tangle fogfruit	UP
PHOC	red inkplant	UP
PHOP	common ninebark	UP
PHOPI	Atlantic ninebark	UP
PHOPO	common ninebark	UP
PHORA	mistletoe	UP
PHOTI	chokeberry	UP
PHPA10	western false dragonhead	UP
PHPA5	hood canarygrass	UP
PHPA9	fall phlox	UP
PHPH2	Mexican groundcherry	UP
PHPHI	Mexican groundcherry	UP
PHPI	downy phlox	UP
PHPID2	Deam's phlox	UP
PHPIF2	downy phlox	UP
PHPIP2	downy phlox	UP
PHPIS	downy phlox	UP
PHPO2	thicket bean	UP
PHPOP	thicket bean	UP
PHPR3	timothy	UP
PHPU3	Miami mist	UP
PHPU4	hoary mock orange	UP
PHPU7	husk tomato	UP
PHPU8	dwarf groundcherry	UP
PHPUI	husk tomato	UP
PHPUP	hoary mock orange	UP
PHPUP4	husk tomato	UP
PHPY4	red chokeberry	UP
PHRA3	oceanblue phacelia	UP
PHRAG	reed	UP
PHRYM	phryma	UP
PHST3	creeping phlox	UP
PHSU2	Italian timothy	UP
PHSU3	moss phlox	UP
PHSUB2	Britton's phlox	UP
PHSUS2	moss phlox	UP
PHTA	lacy phacelia	UP
PHUR	chamber bitter	UP
PHVI5	Virginia groundcherry	UP
PHVI8	obedient plant	UP
PHVI81	oriental photinia	UP
PHVIP2	obedient plant	UP
PHVIT	Texan groundcherry	UP
PHVIV	obedient plant	UP
PHVIV3	Virginia groundcherry	UP
PHVU	kidney bean	UP
PHYLA	fogfruit	UP
PHYLL	leafflower	UP
PHYSA	groundcherry	UP
PHYSO	ninebark	UP
PHYSO2	lionsheart	UP
PHYTO	pokeweed	UP
PIAB	Norway spruce	UP
PIAN3	anise burnet saxifrage	UP
PIAV	blackseed speargrass	UP
PIBA2	jack pine	UP
PICA17	Canadian ricegrass	UP
PICEA	spruce	UP
PICRI	oxtongue	UP
PIEC	bristly oxtongue	UP
PIEC2	shortleaf pine	UP
PIFO	lesser clearweed	UP
PIGL	white spruce	UP
PIHI	hawkweed oxtongue	UP
PIHIH	hawkweed oxtongue	UP
PILEA	clearweed	UP
PIMA	black spruce	UP
PIMA6	hollowstem burnet saxifrage	UP
PIMI3	smilograss	UP
PIMPI	burnet saxifrage	UP
PINEL	pinellia	UP
PINGU	butterwort	UP
PINI	Austrian pine	UP
PINUS	pine	UP
PIPER2	rein orchid	UP
PIPTA2	ricegrass	UP
PIPTO	speargrass	UP
PIPU	blue spruce	UP
PIPU2	Canadian clearweed	UP
PIPU5	Table Mountain pine	UP
PIPU7	mountain ricegrass	UP
PIPUP	Canadian clearweed	UP
PIRA5	blackseed ricegrass	UP
PIRE	red pine	UP
PIRI	pitch pine	UP
PIRU	red spruce	UP
PISA	solidstem burnet saxifrage	UP
PISA6	garden pea	UP
PISAS	solidstem burnet saxifrage	UP
PIST	eastern white pine	UP
PISUM	pea	UP
PISY	Scotch pine	UP
PITA	loblolly pine	UP
PITE	crowdipper	UP
PIUN3	slender-spire orchid	UP
PIVI2	Virginia pine	UP
PIVU	common butterwort	UP
PLAGI	popcornflower	UP
PLANE	planertree	UP
PLANT	plantain	UP
PLAQ	planertree	UP
PLAR3	largebracted plantain	UP
PLATA	sycamore	UP
PLATA2	fringed orchid	UP
PLATY4	platycodon	UP
PLBL	white fringed orchid	UP
PLBLB	white fringed orchid	UP
PLCA7	camphor pluchea	UP
PLCI2	yellow fringed orchid	UP
PLCL	small green wood orchid	UP
PLCO2	heartleaf plantain	UP
PLCO3	buckhorn plantain	UP
PLCR	crested yellow orchid	UP
PLDI3	scentbottle	UP
PLDID	scentbottle	UP
PLEOP	scaly polypody	UP
PLFI	fragrant popcornflower	UP
PLFIF	fragrant popcornflower	UP
PLFL	palegreen orchid	UP
PLFLF	palegreen orchid	UP
PLFLH	palegreen orchid	UP
PLGR2	greater purple fringed orchid	UP
PLGR5	balloon flower	UP
PLHE2	slender plantain	UP
PLHO3	Hooker's orchid	UP
PLHU2	Huron green orchid	UP
PLHY2	northern green orchid	UP
PLHY3	London planetree	UP
PLHYH2	northern green orchid	UP
PLLA	narrowleaf plantain	UP
PLLA2	green fringed orchid	UP
PLLE2	prairie white fringed orchid	UP
PLMA2	common plantain	UP
PLMA9	greater roundleaved orchid	UP
PLME	hoary plantain	UP
PLOB	bluntleaved orchid	UP
PLOC	American sycamore	UP
PLOD	sweetscent	UP
PLODS	sweetscent	UP
PLOR4	lesser roundleaved orchid	UP
PLPA2	woolly plantain	UP
PLPE	purple fringeless orchid	UP
PLPO2	resurrection fern	UP
PLPOM	resurrection fern	UP
PLPS	sand plantain	UP
PLPS2	lesser purple fringed orchid	UP
PLPU	dwarf plantain	UP
PLRH	redseed plantain	UP
PLRU	blackseed plantain	UP
PLRUA	blackseed plantain	UP
PLRUR	blackseed plantain	UP
PLSC2	Scouler's popcornflower	UP
PLSCH	sleeping popcornflower	UP
PLUCH	camphorweed	UP
PLVI	Virginia plantain	UP
POA	bluegrass	UP
POAC3	leathery knotweed	UP
POAC4	Christmas fern	UP
POACA	Christmas fern	UP
POAL2	alpine bluegrass	UP
POAL3	grove bluegrass	UP
POAL7	white poplar	UP
POAL8	alpine pondweed	UP
POAM5	largeleaf pondweed	UP
POAM8	water knotweed	UP
POAM9	whorled milkwort	UP
POAME	longroot smartweed	UP
POAMS	water smartweed	UP
POAN	annual bluegrass	UP
POAN7	English cinquefoil	UP
POAP	Appalachian polypody	UP
POAR	Texas bluegrass	UP
POAR11	oval-leaf knotweed	UP
POAR3	plains bluegrass	UP
POAR4	coastal jointweed	UP
POAR6	halberdleaf tearthumb	UP
POAR7	tall cinquefoil	UP
POAR8	silver cinquefoil	UP
POARA3	silver cinquefoil	UP
POARA4	tall cinquefoil	UP
POAU	autumn bluegrass	UP
POAU4	Chinese fleecevine	UP
POAV	prostrate knotweed	UP
POBA2	balsam poplar	UP
POBAB2	balsam poplar	UP
POBE	narrowleaf knotweed	UP
POBI2	smooth Solomon's seal	UP
POBI9	snailseed pondweed	UP
POBIC	smooth Solomon's seal	UP
POBIM	smooth Solomon's seal	UP
POBR4	Braun's hollyfern	UP
POBU	bulbous bluegrass	UP
POBU2	box knotweed	UP
POBU3	Bunge's smartweed	UP
POCA11	whiteflower leafcup	UP
POCA14	gray poplar	UP
POCA17	dwarf cinquefoil	UP
POCA19	Carolina poplar	UP
POCA2	charity	UP
POCA49	oriental ladysthumb	UP
POCA8	Carey's smartweed	UP
POCAC2	dwarf cinquefoil	UP
ORNIT	star of Bethlehem	UP
RIBES	currant	UP
RIBR2	tropical Mexican clover	UP
RICHA	Mexican clover	UP
RICIN	ricinus	UP
RICO3	castorbean	UP
RICY	eastern prickly gooseberry	UP
RIGL	skunk currant	UP
RIHI	hairystem gooseberry	UP
RIHU	northern black currant	UP
RIHUH	Hudson Bay currant	UP
RILA	prickly currant	UP
RIMI	Missouri gooseberry	UP
RINI	European black currant	UP
RIOX	Canadian gooseberry	UP
RIOXO	Canadian gooseberry	UP
RIRO2	Appalachian gooseberry	UP
RIRU80	cultivated currant	UP
RISC	rough Mexican clover	UP
RITR	red currant	UP
RIUV80	European gooseberry	UP
RIUVS	European gooseberry	UP
ROAC	prickly rose	UP
ROACS	prickly rose	UP
ROAL3	white rose of York	UP
ROAR3	prairie rose	UP
ROARA	prairie rose	UP
ROARS	prairie rose	UP
ROAU	Austrian yellowcress	UP
ROBIN	locust	UP
ROBL	smooth rose	UP
ROBLB	smooth rose	UP
ROBLG2	smooth rose	UP
ROBLH	hispid rose	UP
ROCA3	dog rose	UP
ROCA4	Carolina rose	UP
ROCA8	Chinese yellowcress	UP
ROCAC	Carolina rose	UP
ROCAD	Deam's rose	UP
ROCAS	Carolina rose	UP
ROCAV	Carolina rose	UP
ROCE	cabbage rose	UP
ROCI	cinnamon rose	UP
ROCO6	itchgrass	UP
ROCR3	Mediterranean hairgrass	UP
ROCU2	bluntleaf yellowcress	UP
ROCUC	bluntleaf yellowcress	UP
ROCUT	bluntleaf yellowcress	UP
RODA	damask rose	UP
ROEG	sweetbriar rose	UP
ROGA	French rose	UP
ROGAG	French rose	UP
ROGAO	French rose	UP
ROHI	bristly locust	UP
ROHIF8	bristly locust	UP
ROHIH	bristly locust	UP
ROMA81	double cinnamon rose	UP
ROMI	smallflower sweetbrier	UP
ROMI3	onerow yellowcress	UP
ROMO	musk rose	UP
ROMU	multiflora rose	UP
RONA2	watercress	UP
ROOD	tea rose	UP
ROPA	swamp rose	UP
ROPA2	bog yellowcress	UP
ROPAF2	Fernald's yellowcress	UP
ROPAH	hispid yellowcress	UP
ROPAP	bog yellowcress	UP
ROPR	prostrate yellowcress	UP
ROPS	black locust	UP
RORA	lowland rotala	UP
RORIP	yellowcress	UP
RORU	rugosa rose	UP
RORU2	redleaf rose	UP
ROSA5	rose	UP
ROSE	stalkless yellowcress	UP
ROSE2	climbing rose	UP
ROSES	climbing rose	UP
ROSET	climbing rose	UP
ROSI2	spreading yellowcress	UP
ROSP2	Scotch rose	UP
ROSTR	hairgrass	UP
ROSY	creeping yellowcress	UP
ROTAL	rotala	UP
ROTTB	itchgrass	UP
ROVI	clammy locust	UP
ROVI2	Virginia rose	UP
ROVI80	apple rose	UP
ROVIV	clammy locust	UP
ROVIV2	Virginia rose	UP
ROWI	memorial rose	UP
ROWO	Woods' rose	UP
ROWOW	Woods' rose	UP
RUAB	garden dewberry	UP
RUAC2	garden sorrel	UP
RUAC3	common sheep sorrel	UP
RUACA	garden sorrel	UP
RUACT	garden sorrel	UP
RUAD2	peaty dewberry	UP
RUAL	Allegheny blackberry	UP
RUAL4	pale dock	UP
RUAL9	oldfield blackberry	UP
RUALA	Allegheny blackberry	UP
RUALG	Graves' blackberry	UP
RUAN2	Andrews' blackberry	UP
RUAQ	western dock	UP
RUAQF	western dock	UP
RUAR	arctic blackberry	UP
RUAR2	sawtooth blackberry	UP
RUARA2	dwarf raspberry	UP
RUBA2	Bailey's dewberry	UP
RUBE	Kittatinny blackberry	UP
RUBI	Himalayan berry	UP
RUBI3	pasture dewberry	UP
RUBI5	pinewoods coneflower	UP
RUBIA	rubia	UP
RUBUS	blackberry	UP
RUCA16	smooth blackberry	UP
RUCA4	Carolina wild petunia	UP
RUCAC2	Carolina wild petunia	UP
RUCAC4	Carolina wild petunia	UP
RUCE2	Illinois dewberry	UP
RUCI2	spiral ditchgrass	UP
RUCO2	clustered dock	UP
RUCR	curly dock	UP
RUCR2	Greek dock	UP
RUCRC	curly dock	UP
RUCU	sand blackberry	UP
RUDBE	coneflower	UP
RUDE3	toothed dock	UP
RUDE4	Deam's dewberry	UP
RUDE8	Aberdeen dewberry	UP
RUDI2	Himalayan blackberry	UP
RUDI3	bristly Oswego blackberry	UP
RUEL2	showy blackberry	UP
RUELL	wild petunia	UP
RUEX2	fenceline dewberry	UP
RUEX3	Baton Rouge blackberry	UP
RUFE	DC dewberry	UP
RUFL	northern dewberry	UP
RUFL4	manyflower blackberry	UP
RUFR4	yankee blackberry	UP
RUFU2	orange coneflower	UP
RUFUD	Deam's coneflower	UP
RUFUF	orange coneflower	UP
RUFUS	Sullivant's coneflower	UP
RUFUS3	orange coneflower	UP
RUFUU	orange coneflower	UP
RUGL2	glandstem blackberry	UP
RUGR	rough coneflower	UP
RUGR3	common rue	UP
RUGR9	Loogootee blackberry	UP
RUGRG	rough coneflower	UP
RUHA2	heartwing sorrel	UP
RUHA6	Hanes' blackberry	UP
RUHI	bristly dewberry	UP
RUHI2	blackeyed Susan	UP
RUHIH	blackeyed Susan	UP
RUHIP	blackeyed Susan	UP
RUHU	fringeleaf wild petunia	UP
RUID	American red raspberry	UP
RUIDI	American red raspberry	UP
RUIDS2	grayleaf red raspberry	UP
RUIL	strawberry raspberry	UP
RUIM	Watauga River blackberry	UP
RUIM2	Posey County blackberry	UP
RUIN5	upland dewberry	UP
RUIT	Ithaca blackberry	UP
RUJA	spreading dewberry	UP
RUJU2	herbaceous blackberry	UP
RUKE3	Kennedy's blackberry	UP
RULA	cutleaf blackberry	UP
RULA3	cutleaf coneflower	UP
RULA6	plains blackberry	UP
RULA7	Adirondack blackberry	UP
RULAB	cutleaf coneflower	UP
RULAL	cutleaf coneflower	UP
RULO2	dooryard dock	UP
RULO4	Long's blackberry	UP
RUMA4	golden dock	UP
RUMA5	widgeongrass	UP
RUME3	dryslope dewberry	UP
RUMEX	dock	UP
RUMI	Missouri orange coneflower	UP
RUMI2	Michigan dewberry	UP
RUMI4	Missouri dewberry	UP
RUMO5	mountaintop blackberry	UP
RUMU2	kinnickinnick dewberry	UP
RUMU3	variable blackberry	UP
RUMU5	oldfield dewberry	UP
RUNO2	bristle berry	UP
RUNO4	New York blackberry	UP
RUOB	bitter dock	UP
RUOC	black raspberry	UP
RUOD	purpleflowering raspberry	UP
RUODO	purpleflowering raspberry	UP
RUOR2	greater water dock	UP
RUORB	greater water dock	UP
RUORO	greater water dock	UP
RUPA	thimbleberry	UP
RUPA5	patience dock	UP
RUPA7	St. Lawrence dewberry	UP
RUPAP2	thimbleberry	UP
RUPE3	Pennsylvania blackberry	UP
RUPE4	stalked wild petunia	UP
RUPE6	upland blackberry	UP
RUPE7	thicket dewberry	UP
RUPE9	Great Lakes dewberry	UP
RUPEP2	stalked wild petunia	UP
RUPH	wine raspberry	UP
RUPH2	Philadelphia blackberry	UP
RUPL	plaitleaf dewberry	UP
RUPL2	hairyleaf dewberry	UP
RUPO	Pocono Plateau dewberry	UP
RUPPI	widgeonweed	UP
RUPR9	groundberry	UP
RUPU	dwarf red blackberry	UP
RUPU3	fiddle dock	UP
RUPU4	Eagle Rock blackberry	UP
RUPU5	pugnacious blackberry	UP
RUPUP2	dwarf red blackberry	UP
RURA	racemed dewberry	UP
RURE	recurved blackberry	UP
RURE2	arching dewberry	UP
RURE3	Wisconsin dewberry	UP
RURO2	Lucretia dewberry	UP
RURO3	rose blackberry	UP
RURU2	Halifax blackberry	UP
RUSA	willow dock	UP
RUSA2	redvein dock	UP
RUSAM	Mexican dock	UP
RUSC3	Schoolcraft's dewberry	UP
RUSE	setose blackberry	UP
RUSE3	swamp blackberry	UP
RUSI2	sphagnum dewberry	UP
RUSP4	sphagnum blackberry	UP
RUST2	limestone wild petunia	UP
RUST5	Steele's dewberry	UP
RUST7	Big Horseshoe Lake dewberry	UP
RUSU	sweet coneflower	UP
RUSU4	branched blackberry	UP
RUTA2	wet thicket dewberry	UP
RUTA5	rue	UP
RUTI	madder	UP
RUTR	southern dewberry	UP
RUTR2	browneyed Susan	UP
RUTRT	browneyed Susan	UP
RUUN	thornless dewberry	UP
RUUV	Kalamazoo dewberry	UP
RUVA	rambling dewberry	UP
RUVA3	Vicksburg blackberry	UP
RUVE2	veiny dock	UP
RUVE3	swamp dock	UP
RUVE5	Vermont blackberry	UP
RUWH2	Wheeler's blackberry	UP
RUWI	Wisconsin blackberry	UP
SAAL2	white willow	UP
SAAL5	sassafras	UP
SAAL9	silver plumegrass	UP
SAAM2	peachleaf willow	UP
SAAM4	Kansas arrowhead	UP
SAAN	rosepink	UP
SAAP	annual pearlwort	UP
SAAU2	longbeak arrowhead	UP
SAAU9	eared willow	UP
SAAZ	azure blue sage	UP
SAAZG	pitcher sage	UP
SABAT	rose gentian	UP
SABE2	Bebb willow	UP
SABR18	shortbeard plumegrass	UP
SABR8	shortbeak arrowhead	UP
SABRB5	shortbeard plumegrass	UP
SACA13	bloodroot	UP
SACA14	Canadian burnet	UP
SACA15	Canadian blacksnakeroot	UP
SACA21	hooded arrowhead	UP
SACA22	goat willow	UP
SACA26	slender rose gentian	UP
SACA3	Texas star	UP
SACA4	sageleaf willow	UP
SACA5	coastal plain willow	UP
SACAC	hooded arrowhead	UP
SACAC2	Canadian blacksnakeroot	UP
SACAG2	Canadian blacksnakeroot	UP
SACAS	hooded arrowhead	UP
SACCH	sugarcane	UP
SACE	lizard's tail	UP
SACI	large gray willow	UP
SACIC	large gray willow	UP
SACIO	large gray willow	UP
SACO3	heartleaf willow	UP
SACO8	slender Russian thistle	UP
SACR4	crested arrowhead	UP
SACU	arumleaf arrowhead	UP
SADE	trailing pearlwort	UP
SADED	trailing pearlwort	UP
SADI	pussy willow	UP
SAEN	Engelmann's arrowhead	UP
SAER	Missouri River willow	UP
SAFI2	threadleaf arrowhead	UP
SAFR	crack willow	UP
SAGI	sugarcane plumegrass	UP
SAGIN	pearlwort	UP
SAGIT	arrowhead	UP
SAGR	grassy arrowhead	UP
SAGRG	grassy arrowhead	UP
SAHO3	summer savory	UP
SAHU2	prairie willow	UP
SAHUH	prairie willow	UP
SAHUT	prairie willow	UP
SAIN3	sandbar willow	UP
SAJA2	Japanese pearlwort	UP
SAKA	Russian thistle	UP
SAKAK	Russian thistle	UP
SALA2	broadleaf arrowhead	UP
SALIC	pickleweed	UP
SALIX	willow	UP
SALSO	Russian thistle	UP
SALU	shining willow	UP
SALUL2	shining willow	UP
SALVI	sage	UP
SALY2	lyreleaf sage	UP
SAMA11	slender grasswort	UP
SAMA2	Maryland sanicle	UP
SAMBU	elderberry	UP
SAMI3	small burnet	UP
SAMI6	lettuceleaf saxifrage	UP
SAMIM	small burnet	UP
SAMO	giant arrowhead	UP
SAMOL	brookweed	UP
SAMY2	bayberry willow	UP
SAMYA	bayberry willow	UP
SAMYM	bayberry willow	UP
SANE	woodland sage	UP
SANGU	bloodroot	UP
SANGU2	burnet	UP
SANI	black willow	UP
SANI4	European black elderberry	UP
SANIC	sanicle	UP
SANIC4	common elderberry	UP
SANIN2	European black elderberry	UP
SANO	knotted pearlwort	UP
SANOB	knotted pearlwort	UP
SANVI	creeping zinnia	UP
SAOC80	rock soapwort	UP
SAOD	clustered blacksnakeroot	UP
SAOF2	kitchen sage	UP
SAOF3	official burnet	UP
SAOF4	bouncingbet	UP
SAPA14	White Mountain saxifrage	UP
SAPAN	White Mountain saxifrage	UP
SAPE12	Wisconsin weeping willow	UP
SAPE2	bog willow	UP
SAPE3	satiny willow	UP
SAPE4	laurel willow	UP
SAPE5	meadow willow	UP
SAPE8	eastern swamp saxifrage	UP
SAPL2	diamondleaf willow	UP
SAPON	soapwort	UP
SAPR	birdeye pearlwort	UP
SAPR2	introduced sage	UP
SAPR6	Mexican creeping zinnia	UP
SAPU2	purpleosier willow	UP
SAPU4	purple pitcherplant	UP
SAPUG	purple pitcherplant	UP
SAPUP3	purple pitcherplant	UP
SAPUP6	purple pitcherplant	UP
SAPY	balsam willow	UP
SARA2	red elderberry	UP
SARA3	ravennagrass	UP
SARAR3	red elderberry	UP
SARE3	lanceleaf sage	UP
SARI	sessilefruit arrowhead	UP
SARRA	pitcherplant	UP
SARU3	hybrid crack willow	UP
SASA	arctic pearlwort	UP
SASC2	Europe sage	UP
SASE	silky willow	UP
SASE10	weeping willow	UP
SASE2	autumn willow	UP
SASM	Small's blacksnakeroot	UP
SASM2	silky-leaf osier	UP
SASP6	scarlet sage	UP
SASSA	sassafras	UP
SASU	awl-leaf arrowhead	UP
SATR12	prickly Russian thistle	UP
SATR4	largefruit blacksnakeroot	UP
SATR5	three toothed saxifrage	UP
SATUR	savory	UP
SAUR	nettleleaf sage	UP
SAURU	saururus	UP
SAVA3	seaside brookweed	UP
SAVAP	seaside brookweed	UP
SAVAV	seaside brookweed	UP
SAVE2	verbena sage	UP
SAVE5	lilac sage	UP
SAVI	Virginia glasswort	UP
SAVI2	basket willow	UP
SAVI5	early saxifrage	UP
SAVIV	early saxifrage	UP
SAXIF	saxifrage	UP
SCAC3	hardstem bulrush	UP
SCACA	hardstem bulrush	UP
SCAM6	chairmaker's bulrush	UP
SCAN2	German knotgrass	UP
SCAN5	barbedbristle bulrush	UP
SCAND	scandix	UP
SCAT2	green bulrush	UP
SCAT4	blackgirdle bulrush	UP
SCCA11	California bulrush	UP
SCCO20	contorted bulrush	UP
SCCY	woolgrass	UP
SCDU2	common hardgrass	UP
SCEL	hairy skullcap	UP
SCELE	hairy skullcap	UP
SCELH	hairy skullcap	UP
SCEX	woodland bulrush	UP
SCFL11	river bulrush	UP
SCGA	marsh skullcap	UP
SCGE2	Georgia bulrush	UP
SCHA3	mosquito bulrush	UP
SCHA9	Hall's bulrush	UP
SCHE5	slender bulrush	UP
SCHED	tumblegrass	UP
SCHEU	rannoch-rush	UP
SCHI	common goldenthistle	UP
SCHIZ	false melic	UP
SCHIZ4	little bluestem	UP
SCHOE6	bulrush	UP
SCILL	scilla	UP
SCIN	hoary skullcap	UP
SCIN2	helmet flower	UP
SCINI2	hoary skullcap	UP
SCIRP	bulrush	UP
SCLA	lanceleaf figwort	UP
SCLA2	blue skullcap	UP
SCLER	German knotgrass	UP
SCLER2	nutrush	UP
SCLER4	hardgrass	UP
SCLI11	shore little bluestem	UP
SCMA2	carpenter's square	UP
SCMA8	cosmopolitan bulrush	UP
SCMI2	panicled bulrush	UP
SCMI4	slender nutrush	UP
SCMU10	bog bulrush	UP
SCMU3	prickly scorpion's-tail	UP
SCMU8	Muehlenberg's nutrush	UP
SCNE2	veiny skullcap	UP
SCNO2	woodland figwort	UP
SCOL2	littlehead nutrush	UP
SCOLY	goldenthistle	UP
SCORP	scorpion's-tail	UP
SCOV	heartleaf skullcap	UP
SCOVB	heartleaf skullcap	UP
SCOVO	heartleaf skullcap	UP
SCOVR2	heartleaf skullcap	UP
SCPA	tumblegrass	UP
SCPA2	rannoch-rush	UP
SCPA5	fewflower nutrush	UP
SCPA7	small skullcap	UP
SCPA8	cloaked bulrush	UP
SCPAA2	small skullcap	UP
SCPAA3	rannoch-rush	UP
