NAME_CD	GROUP_ID	GENUS	SPECIES	AUTHOR	SSP	SSP_AUTHOR	VAR	VAR_AUTHOR	F	F_AUTHOR	FAMILY_NAME	ACCEPTED_IND	ACCEPTED_IND_USDA	NAME_CD_USDA	INVASIVE
CHGLT2	8984	Chelone	glabra	L.			typica	Pennell			Scrophulariaceae	N	N	CHGLT2	
CHMO8	8984	Chelone	montana	(Raf.) Pennell & Wherry							Scrophulariaceae	N	N	CHMO8	
CHOBS	8988	Chelone	obliqua	L.			speciosa	Pennell & Wherry			Scrophulariaceae	Y	Y	CHOBS	
COLLI	10336	Collinsia		Nutt.							Scrophulariaceae	Y	Y	COLLI	
COVE2	10334	Collinsia	verna	Nutt.							Scrophulariaceae	Y	Y	COVE2	
CYMBA	11874	Cymbalaria		Hill							Scrophulariaceae	Y	Y	CYMBA	
CYMU	11873	Cymbalaria	muralis	P.G. Gaertn., B. Mey. & Scherb.							Scrophulariaceae	Y	Y	CYMU	
LICY4	11873	Linaria	cymbalaria	(L.) Mill.							Scrophulariaceae	N	N	LICY4	
DASIS	12526	Dasistoma		Raf.							Scrophulariaceae	Y	Y	DASIS	
DAMA	12525	Dasistoma	macrophylla	(Nutt.) Raf.							Scrophulariaceae	Y	Y	DAMA	
AFMA	12525	Afzelia	macrophylla	(Nutt.) Kuntze							Scrophulariaceae	N	N	AFMA	
SEMA10	12525	Seymeria	macrophylla	Nutt.							Scrophulariaceae	N	N	SEMA10	
GRATI	18202	Gratiola		L.							Scrophulariaceae	Y	Y	GRATI	
GRAU	18187	Gratiola	aurea	Pursh							Scrophulariaceae	Y	Y	GRAU	
GRAUO	18187	Gratiola	aurea	Pursh			obtusa	Pennell			Scrophulariaceae	N	N	GRAUO	
GRLU	18187	Gratiola	lutea	Raf.							Scrophulariaceae	N	N	GRLU	
GRNE	18194	Gratiola	neglecta	Torr.							Scrophulariaceae	Y	Y	GRNE	
GRNEG	18194	Gratiola	neglecta	Torr.			glaberrima	Fernald			Scrophulariaceae	N	N	GRNEG	
GRVI	18200	Gratiola	virginiana	L.							Scrophulariaceae	Y	Y	GRVI	
VP-381	18200	Gratiola	mesochora	Peattie							Scrophulariaceae	N	N		
KICKX	21367	Kickxia		Dumort.							Scrophulariaceae	Y	Y	KICKX	
KIEL	21365	Kickxia	elatine	(L.) Dumort.							Scrophulariaceae	Y	Y	KIEL	
ANEL6	21365	Antirrhinum	elatine	L.							Scrophulariaceae	N	N	ANEL6	
LIEL5	21365	Linaria	elatine	(L.) Mill.							Scrophulariaceae	N	N	LIEL5	
LEUCO4	22881	Leucospora		Nutt.							Scrophulariaceae	Y	Y	LEUCO4	
LEMU	22880	Leucospora	multifida	(Michx.) Nutt.							Scrophulariaceae	Y	Y	LEMU	
COMU4	22880	Conobea	multifida	(Michx.) Benth.							Scrophulariaceae	N	N	COMU4	
LINAR	23282	Linaria		Mill.							Scrophulariaceae	Y	Y	LINAR	
NUTTA	23282	Nuttallanthus		D.A. Sutton							Scrophulariaceae	N	Y	NUTTA	
LICA6	27251	Linaria	canadensis	(L.) Dum.-Cours.							Scrophulariaceae	Y	N	LICA6	
NUCA	27251	Nuttallanthus	canadensis	(L.) D.A. Sutton							Scrophulariaceae	N	Y	NUCA	
LIDA	23271	Linaria	dalmatica	(L.) Mill.							Scrophulariaceae	Y	Y	LIDA	
LIVU2	23281	Linaria	vulgaris	Mill.							Scrophulariaceae	Y	Y	LIVU2	yes
LILI6	23281	Linaria	linaria	(L.) Karst.							Scrophulariaceae	N	N	LILI6	
LINDE	23303	Lindernia		All.							Scrophulariaceae	Y	Y	LINDE	
LIDU	23299	Lindernia	dubia	(L.) Pennell							Scrophulariaceae	Y	Y	LIDU	
GRDU	23299	Gratiola	dubia	L.							Scrophulariaceae	N	N	GRDU	
ILDU	23299	Ilysanthes	dubia	(L.) Barnh.							Scrophulariaceae	N	N	ILDU	
LIDUA	23296	Lindernia	dubia	(L.) Pennell			anagallidea	(Michx.) Cooperrider			Scrophulariaceae	Y	Y	LIDUA	
ILIN	23296	Ilysanthes	inequalis	(Walt.) Pennell							Scrophulariaceae	N	N	ILIN	
LIAN2	23296	Lindernia	anagallidea	(Michx.) Pennell							Scrophulariaceae	N	N	LIAN2	
LIDUD	23297	Lindernia	dubia	(L.) Pennell			dubia				Scrophulariaceae	Y	Y	LIDUD	
GRDU	23297	Gratiola	dubia	L.							Scrophulariaceae	N	N	GRDU	
ILAT3	23297	Ilysanthes	attenuata	(Spreng.) Small							Scrophulariaceae	N	N	ILAT3	
ILDU	23297	Ilysanthes	dubia	(L.) Barnh.							Scrophulariaceae	N	N	ILDU	
LIDUM	23297	Lindernia	dubia	(L.) Pennell			major	(Pursh) Pennell			Scrophulariaceae	N	N	LIDUM	
LIDUR	23297	Lindernia	dubia	(L.) Pennell			riparia	(Raf.) Fernald			Scrophulariaceae	N	N	LIDUR	
LIDUT	23297	Lindernia	dubia	(L.) Pennell			typica	Pennell			Scrophulariaceae	N	N	LIDUT	
LIPR2	23297	Lindernia	procumbens	auct. non (Knock.) Borb.							Scrophulariaceae	N	N	LIPR2	
LIPY3	23297	Lindernia	pyxidaria	sensu Pennell, non L.							Scrophulariaceae	N	N	LIPY3	
MAZUS	25254	Mazus		Lour.							Scrophulariaceae	Y	Y	MAZUS	
MAMI4	25252	Mazus	miquelii	Makino							Scrophulariaceae	Y	Y	MAMI4	
MARE5	25252	Mazus	reptans	N.E. Br.							Scrophulariaceae	N	N	MARE5	
MAJA	25253	Mazus	japonicus	(Thunb.) Kuntze							Scrophulariaceae	Y	N	MAJA	
MAPU7	25253	Mazus	pumilus	(Burm. f.) Steenis							Scrophulariaceae	N	Y	MAPU7	
MELAM2	25347	Melampyrum		L.							Scrophulariaceae	Y	Y	MELAM2	
MELI2	25346	Melampyrum	lineare	Desr.							Scrophulariaceae	Y	Y	MELI2	
MELIL2	25343	Melampyrum	lineare	Desr.			latifolium	Bart.			Scrophulariaceae	Y	Y	MELIL2	
MELA6	25343	Melampyrum	latifolium	(Bart.) Muhl. ex Britton							Scrophulariaceae	N	N	MELA6	
MIMUL	26052	Mimulus		L.							Scrophulariaceae	Y	Y	MIMUL	
MIAL2	25939	Mimulus	alatus	Aiton							Scrophulariaceae	Y	Y	MIAL2	
MIGLF	25978	Mimulus	glabratus	Kunth			fremontii	(Benth.) A.L. Grant			Scrophulariaceae	Y	N	MIGLF	
MIGLJ	25978	Mimulus	glabratus	Kunth			jamesii	(Torr. & A. Gray ex Benth.) A. Gray			Scrophulariaceae	N	Y	MIGLJ	
MIGE3	25978	Mimulus	geyeri	Torr.							Scrophulariaceae	N	N	MIGE3	
MIIN5	25978	Mimulus	inamoenus	Greene							Scrophulariaceae	N	N	MIIN5	
MIJA2	25978	Mimulus	jamesii	Torr. & A. Gray ex Benth.							Scrophulariaceae	N	N	MIJA2	
MIJAF	25978	Mimulus	jamesii	Torr. & A. Gray ex Benth.			fremontii	Benth.			Scrophulariaceae	N	N	MIJAF	
CACAA3	6109	Calamagrostis	canadensis	(Michx.) Beauv.			arcta	Stebbins			Poaceae	N	N	CACAA3	
CACH18	6109	Calamagrostis	chordorrhiza	Porsild							Poaceae	N	N	CACH18	
CACR	6109	Calamagrostis	crassiglumis	Thurb.							Poaceae	N	N	CACR	
CAEX11	6109	Calamagrostis	expansa	Rickett & Gilly, non (Munro ex Hbd.) A.S. Hitchc.							Poaceae	N	N	CAEX11	
CAFE	6109	Calamagrostis	fernaldii	Louis-Marie							Poaceae	N	N	CAFE	
CAHYA	6109	Calamagrostis	hyperborea	Lange			americana	(Vasey) Kearney			Poaceae	N	N	CAHYA	
CAHYE	6109	Calamagrostis	hyperborea	Lange			elongata	Kearney			Poaceae	N	N	CAHYE	
CAHYS	6109	Calamagrostis	hyperborea	Lange			stenodes	Kearney			Poaceae	N	N	CAHYS	
CAIN	6109	Calamagrostis	inexpansa	A. Gray							Poaceae	N	N	CAIN	
CAINB	6109	Calamagrostis	inexpansa	A. Gray			barbulata	Kearney			Poaceae	N	N	CAINB	
CAINB2	6109	Calamagrostis	inexpansa	A. Gray			brevior	(Vasey) Stebbins			Poaceae	N	N	CAINB2	
CAINN	6109	Calamagrostis	inexpansa	A. Gray			novae-angliae	Stebbins			Poaceae	N	N	CAINN	
CALA29	6109	Calamagrostis	labradorica	Kearney							Poaceae	N	N	CALA29	
CALA47	6109	Calamagrostis	lacustris	(Kearney) Nash							Poaceae	N	N	CALA47	
CALAB3	6109	Calamagrostis	lapponica	(Wahlenb.) Hartman			brevipilis	Stebbins			Poaceae	N	N	CALAB3	
CAPIL2	6109	Calamagrostis	pickeringii	A. Gray			lacustris	(Kearney) A.S. Hitchc.			Poaceae	N	N	CAPIL2	
CARO27	6109	Calamagrostis	robertii	Porsild							Poaceae	N	N	CARO27	
CASTB3	6109	Calamagrostis	stricta	(Timm) Koel.			brevior	Vasey			Poaceae	N	N	CASTB3	
CASTL3	6109	Calamagrostis	stricta	(Timm) Koel.			lacustris	(Kearney) C.W. Greene			Poaceae	N	N	CASTL3	
CALAM2	6128	Calamovilfa		(A. Gray) Hack. ex Scribn. & Southworth							Poaceae	Y	Y	CALAM2	
CALOM	6126	Calamovilfa	longifolia	(Hook.) Scribn.			magna	Scribn. & Merr.			Poaceae	Y	Y	CALOM	
CENCH	8289	Cenchrus		L.							Poaceae	Y	Y	CENCH	
CELO3	8285	Cenchrus	longispinus	(Hack.) Fernald							Poaceae	Y	Y	CELO3	
CECA6	8285	Cenchrus	carolinianus	Walt.							Poaceae	N	N	CECA6	
CHASM	8920	Chasmanthium		Link							Poaceae	Y	Y	CHASM	
CHLA5	8915	Chasmanthium	latifolium	(Michx.) Yates							Poaceae	Y	Y	CHLA5	
UNLA3	8915	Uniola	latifolia	Michx.							Poaceae	N	N	UNLA3	
CHLOR	9138	Chloris		Sw.							Poaceae	Y	Y	CHLOR	
CHVE2	9136	Chloris	verticillata	Nutt.							Poaceae	Y	Y	CHVE2	
CINNA	9385	Cinna		L.							Poaceae	Y	Y	CINNA	
CIAR2	9373	Cinna	arundinacea	L.							Poaceae	Y	Y	CIAR2	
CIARI	9373	Cinna	arundinacea	L.			inexpansa	Fernald & Griscom			Poaceae	N	N	CIARI	
CILA2	91080	Cinna	latifolia	(Trev. Ex Goepp.) Griseb.							Poaceae	Y	Y	CILA2	
CORYN	10847	Corynephorus		Beauv.							Poaceae	Y	Y	CORYN	
COCA16	10846	Corynephorus	canescens	(L.) Beauv.							Poaceae	Y	Y	COCA16	
AICA4	10846	Aira	canescens	L.							Poaceae	N	N	AICA4	
CRYPS	11368	Crypsis		Aiton							Poaceae	Y	Y	CRYPS	
CRSC	11366	Crypsis	schoenoides	(L.) Lam.							Poaceae	Y	Y	CRSC	
HESC8	11366	Heleochloa	schoenoides	(L.) Host ex Roemer							Poaceae	N	N	HESC8	
CYNOD	11985	Cynodon		L.C. Rich.							Poaceae	Y	Y	CYNOD	
CYDA	11968	Cynodon	dactylon	(L.) Pers.							Poaceae	Y	Y	CYDA	
CADA5	11968	Capriola	dactylon	(L.) Kuntze							Poaceae	N	N	CADA5	
PADA	11968	Panicum	dactylon	L.							Poaceae	N	N	PADA	
DACTY	12359	Dactylis		L.							Poaceae	Y	Y	DACTY	
DAGL	12358	Dactylis	glomerata	L.							Poaceae	Y	Y	DAGL	
DANTH	12510	Danthonia		DC.							Poaceae	Y	Y	DANTH	
DASP2	12508	Danthonia	spicata	(L.) Beauv. ex Roemer & J.A. Schultes							Poaceae	Y	Y	DASP2	
DASPL	12508	Danthonia	spicata	(L.) Beauv. ex Roemer & J.A. Schultes			longipila	Scribn. & Merr.			Poaceae	N	N	DASPL	
DASPP	12508	Danthonia	spicata	(L.) Beauv. ex Roemer & J.A. Schultes			pinetorum	Piper			Poaceae	N	N	DASPP	
DATH3	12508	Danthonia	thermalis	Scribn.							Poaceae	N	N	DATH3	
DESCH	12779	Deschampsia		Beauv.							Poaceae	Y	Y	DESCH	
DECA18	12770	Deschampsia	caespitosa	(L.) Beauv.							Poaceae	Y	Y	DECA18	
AICA6	12770	Aira	caespitosa	L.							Poaceae	N	N	AICA6	
AICE	12770	Aira	cespitosa	L. [orthographic variant]							Poaceae	N	N	AICE	
DECAA2	12770	Deschampsia	caespitosa	(L.) Beauv.			arctica	Vasey			Poaceae	N	N	DECAA2	
DECAA3	12770	Deschampsia	caespitosa	(L.) Beauv.			alpicola	(Rydb.) A.& D. Love & Kapoor			Poaceae	N	N	DECAA3	
DECAA4	12770	Deschampsia	caespitosa	(L.) Beauv.			abbei	Boivin			Poaceae	N	N	DECAA4	
DECAG3	12770	Deschampsia	caespitosa	(L.) Beauv.	genuina	(Reichenb.) Volk.					Poaceae	N	N	DECAG3	
DECAI4	12770	Deschampsia	caespitosa	(L.) Beauv.			intercotidalis	Boivin			Poaceae	N	N	DECAI4	
DECAL	12770	Deschampsia	caespitosa	(L.) Beauv.			longiflora	Beal			Poaceae	N	N	DECAL	
DECAM2	12770	Deschampsia	caespitosa	(L.) Beauv.			maritima	Vasey			Poaceae	N	N	DECAM2	
DECAP3	12770	Deschampsia	caespitosa	(L.) Beauv.	parviflora	(Thuill.) Dumort.					Poaceae	N	N	DECAP3	
DECAP4	12770	Deschampsia	caespitosa	(L.) Beauv.			parviflora	(Thuill.) Coss. & Germ.			Poaceae	N	N	DECAP4	
DECE	12770	Deschampsia	cespitosa	(L.) Beauv. [orthographic variant]							Poaceae	N	N	DECE	
DECEA	12770	Deschampsia	cespitosa	(L.) Beauv.			alpicola	(Rydb.) A.& D. Love & Kapoor [orthographic variant]			Poaceae	N	N	DECEA	
DECEA3	12770	Deschampsia	cespitosa	(L.) Beauv.			arctica	Vasey [orthographic variant]			Poaceae	N	N	DECEA3	
DECEA4	12770	Deschampsia	cespitosa	(L.) Beauv.			abbei	Boivin [orthographic variant]			Poaceae	N	N	DECEA4	
DECEG3	12770	Deschampsia	cespitosa	(L.) Beauv.	genuina	(Reichenb.) Volk. [orthographic variant]					Poaceae	N	N	DECEG3	
DECEI	12770	Deschampsia	cespitosa	(L.) Beauv.			intercotidalis	Boivin [orthographic variant]			Poaceae	N	N	DECEI	
DECEL2	12770	Deschampsia	cespitosa	(L.) Beauv.			longiflora	Beal [orthographic variant]			Poaceae	N	N	DECEL2	
DECEM	12770	Deschampsia	cespitosa	(L.) Beauv.			maritima	Vasey [orthographic variant]			Poaceae	N	N	DECEM	
DECEP	12770	Deschampsia	cespitosa	(L.) Beauv.			parviflora	(Thuill.) Coss. & Germ. [orthographic variant]			Poaceae	N	N	DECEP	
DECEP3	12770	Deschampsia	cespitosa	(L.) Beauv.	parviflora	(Thuill.) Jarmolenko & Soo [orthographic variant]					Poaceae	N	N	DECEP3	
DECEG2	91090	Deschampsia	cespitosa	(L.) Beauv.	glauca	(Hartman) Hartman [orthographic variant]					Poaceae	Y	N	DECEG2	
DECAG	91090	Deschampsia	caespitosa	(L.) Beauv.	glauca	(Hartman) Hartman					Poaceae	N	N	DECAG	
DECAG2	91090	Deschampsia	caespitosa	(L.) Beauv.			glauca	(Hartman) Lindm. f., non Regel			Poaceae	N	N	DECAG2	
DECEG	91090	Deschampsia	cespitosa	(L.) Beauv.			glauca	(Hartman) Lindm. f., non Regel [orthographic variant]			Poaceae	N	N	DECEG	
DECAL2	91090	Deschampsia	caespitosa	(L.) Beauv.			littoralis	(Gaudin) Richter			Poaceae	N	N	DECAL2	
DECEL	91090	Deschampsia	cespitosa	(L.) Beauv.			littoralis	(Gaudin) Richter [orthographic variant]			Poaceae	N	N	DECEL	
DEGL9	91090	Deschampsia	glauca	Hartman							Poaceae	N	N	DEGL9	
DEFL	12776	Deschampsia	flexuosa	(L.) Trin.							Poaceae	Y	Y	DEFL	
DIARR	12941	Diarrhena		Beauv.							Poaceae	Y	Y	DIARR	
DIAM	12939	Diarrhena	americana	Beauv.							Poaceae	Y	Y	DIAM	
DIFE	12939	Diarina	festucoides	Raf.							Poaceae	N	N	DIFE	
POBET	32458	Potamogeton	berchtoldii	Fieber			tenuissimus	(Mert. & Koch) Fernald			Potamogetonaceae	N	N	POBET	
POPUM3	32458	Potamogeton	pusillus	L.			mucronatus	(Fieber) Graebn.			Potamogetonaceae	N	N	POPUM3	
POPUT	32458	Potamogeton	pusillus	L.			tenuissimus	Mert. & Koch			Potamogetonaceae	N	N	POPUT	
PORE7	32424	Potamogeton	x rectifolius	Benn. [P. nodosus x P. richardsonii]							Potamogetonaceae	Y	Y	PORE7	
PORI2	32460	Potamogeton	richardsonii	(Benn.) Rydb.							Potamogetonaceae	Y	Y	PORI2	
POPER4	32460	Potamogeton	perfoliatus	L.			richardsonii	Benn.			Potamogetonaceae	N	N	POPER4	
POPER5	32460	Potamogeton	perfoliatus	L.	richardsonii	(Benn.) Hulten					Potamogetonaceae	N	N	POPER5	
PORO2	32461	Potamogeton	robbinsii	Oakes							Potamogetonaceae	Y	Y	PORO2	
POST2	32463	Potamogeton	strictifolius	Benn.							Potamogetonaceae	Y	Y	POST2	
POLO6	32463	Potamogeton	longiligulatus	Fernald							Potamogetonaceae	N	N	POLO6	
POPUR2	32463	Potamogeton	pusillus	L.			rutiloides	(Fernald) Boivin			Potamogetonaceae	N	N	POPUR2	
PORU11	32463	Potamogeton	rutilus	auct. non Wolfgang							Potamogetonaceae	N	N	PORU11	
POSTR	32463	Potamogeton	strictifolius	Benn.			rutiloides	Fernald			Potamogetonaceae	N	N	POSTR	
POSTT	32463	Potamogeton	strictifolius	Benn.			typicus	Fernald			Potamogetonaceae	N	N	POSTT	
POVA3	32466	Potamogeton	vaseyi	J.W. Robbins							Potamogetonaceae	Y	Y	POVA3	
POLA5	32466	Potamogeton	lateralis	Morong p.p.							Potamogetonaceae	N	N	POLA5	
POZO	32467	Potamogeton	zosteriformis	Fernald							Potamogetonaceae	Y	Y	POZO	
POCO18	32467	Potamogeton	compressus	auct. non L.							Potamogetonaceae	N	N	POCO18	
POZOZ	32467	Potamogeton	zosterifolius	Schumacher	zosteriformis	(Fernald) Hulten					Potamogetonaceae	N	N	POZOZ	
STUCK	39139	Stuckenia		Boerner							Potamogetonaceae	Y	Y	STUCK	
STPE12	39136	Stuckenia	pectinatus	(L.) Boerner							Potamogetonaceae	Y	Y	STPE12	
COPE9	39136	Coleogeton	pectinatus	(L.) D.H. Les & Haynes							Potamogetonaceae	N	N	COPE9	
POPE6	39136	Potamogeton	pectinatus	L.							Potamogetonaceae	N	N	POPE6	
STVA5	39138	Stuckenia	vaginatus	(Turcz.) Holub							Potamogetonaceae	Y	Y	STVA5	
COVA9	39138	Coleogeton	vaginatus	(Turcz.) D.H. Les & Haynes							Potamogetonaceae	N	N	COVA9	
POIN20	39138	Potamogeton	interruptus	Kit.							Potamogetonaceae	N	N	POIN20	
POVA2	39138	Potamogeton	vaginatus	Turcz.							Potamogetonaceae	N	N	POVA2	
ANAGA	1681	Anagallis		L.							Primulaceae	Y	Y	ANAGA	
ANAR	1677	Anagallis	arvensis	L.							Primulaceae	Y	Y	ANAR	
ANDRO3	1787	Androsace		L.							Primulaceae	Y	Y	ANDRO3	
ANOC2	1780	Androsace	occidentalis	Pursh							Primulaceae	Y	Y	ANOC2	
ANAR15	1780	Androsace	arizonica	(A. Gray) Derganc							Primulaceae	N	N	ANAR15	
ANOCA	1780	Androsace	occidentalis	Pursh			arizonica	(A. Gray) St. John			Primulaceae	N	N	ANOCA	
ANOCS	1780	Androsace	occidentalis	Pursh			simplex	(Rydb.) St. John			Primulaceae	N	N	ANOCS	
VP-74	90074	Centunculus		L.							Primulaceae	Y	N		
CEMI	1678	Centunculus	minimus	L.							Primulaceae	Y	N	CEMI	
ANMI4	1678	Anagallis	minima	(L.) Krause							Primulaceae	N	Y	ANMI4	
DODEC	13569	Dodecatheon		L.							Primulaceae	Y	Y	DODEC	
DOAM	13534	Dodecatheon	amethystinum	(Fassett) Fassett							Primulaceae	Y	Y	DOAM	
DOME	13560	Dodecatheon	meadia	L.							Primulaceae	Y	Y	DOME	
LYSIM	24659	Lysimachia		L.							Primulaceae	Y	Y	LYSIM	
LYCI	24629	Lysimachia	ciliata	L.							Primulaceae	Y	Y	LYCI	
STCI8	24629	Steironema	ciliatum	(L.) Baudo							Primulaceae	N	N	STCI8	
STPU5	24629	Steironema	pumilum	Greene							Primulaceae	N	N	STPU5	
LYCO6	24623	Lysimachia	x commixta	Fernald [L. terrestris x L. thyrsiflora]							Primulaceae	Y	Y	LYCO6	
LYCL2	24630	Lysimachia	clethroides	Duby							Primulaceae	Y	Y	LYCL2	
LYHY	24638	Lysimachia	hybrida	Michx.							Primulaceae	Y	Y	LYHY	
LYCIV	24638	Lysimachia	ciliata	L.			validula	(Greene ex Woot. & Standl.) Kearney & Peebles			Primulaceae	N	N	LYCIV	
LYLAH	24638	Lysimachia	lanceolata	Walt.	hybrida	(Michx.) J.D. Ray					Primulaceae	N	N	LYLAH	
LYLAH2	24638	Lysimachia	lanceolata	Walt.			hybrida	(Michx.) A. Gray			Primulaceae	N	N	LYLAH2	
STHY7	24638	Steironema	hybridum	(Michx.) Raf. ex B.D. Jackson							Primulaceae	N	N	STHY7	
STLA12	24638	Steironema	laevigatum	T.J. Howell							Primulaceae	N	N	STLA12	
STLAH	24638	Steironema	lanceolatum	(Walt.) A. Gray			hybridum	(Michx.) A. Gray			Primulaceae	N	N	STLAH	
LYLA	24641	Lysimachia	lanceolata	Walt.							Primulaceae	Y	Y	LYLA	
LYLAA	24641	Lysimachia	lanceolata	Walt.			angustifolia	(Lam.) A. Gray			Primulaceae	N	N	LYLAA	
STHE7	24641	Steironema	heterophyllum	(Michx.) Baudo							Primulaceae	N	N	STHE7	
STLA13	24641	Steironema	lanceolatum	(Walt.) A. Gray							Primulaceae	N	N	STLA13	
LYNU	24646	Lysimachia	nummularia	L.							Primulaceae	Y	Y	LYNU	yes
LYPR	24624	Lysimachia	x producta	(A. Gray) Fernald (pro sp.) [L. quadrifolia x L. terrestris]							Primulaceae	Y	Y	LYPR	
LYPU2	24647	Lysimachia	punctata	L.							Primulaceae	Y	Y	LYPU2	
LYPUV	24647	Lysimachia	punctata	L.			verticillata	(Bieb.) Klatt			Primulaceae	N	N	LYPUV	
LYQU	24648	Lysimachia	quadriflora	Sims							Primulaceae	Y	Y	LYQU	
LYLO3	24648	Lysimachia	longifolia	Pursh							Primulaceae	N	N	LYLO3	
STQU	24648	Steironema	quadriflorum	(Sims) A.S. Hitchc.							Primulaceae	N	N	STQU	
LYQU2	24649	Lysimachia	quadrifolia	L.							Primulaceae	Y	Y	LYQU2	
LYTE2	24653	Lysimachia	terrestris	(L.) Britton, Sterns & Poggenburg							Primulaceae	Y	Y	LYTE2	
LYTEO	24653	Lysimachia	terrestris	(L.) Britton, Sterns & Poggenburg			ovata	(Rand & Redf.) Fernald			Primulaceae	N	N	LYTEO	
LYTH2	24654	Lysimachia	thyrsiflora	L.							Primulaceae	Y	Y	LYTH2	
NATH	24654	Naumburgia	thyrsiflora	(L.) Duby							Primulaceae	N	N	NATH	
LYVU	24658	Lysimachia	vulgaris	L.							Primulaceae	Y	Y	LYVU	yes
SAMOL	35989	Samolus		L.							Primulaceae	Y	Y	SAMOL	
SAVAP	35986	Samolus	valerandi	L.	parviflorus	(Raf.) Hulten					Primulaceae	Y	Y	SAVAP	
SAFL10	35986	Samolus	floribundus	Kunth							Primulaceae	N	N	SAFL10	
SAPA9	35986	Samolus	parviflorus	Raf.							Primulaceae	N	N	SAPA9	
TRIEN	40899	Trientalis		L.							Primulaceae	Y	Y	TRIEN	
TRBO2	40896	Trientalis	borealis	Raf.							Primulaceae	Y	Y	TRBO2	
ADIAN	636	Adiantum		L.							Pteridaceae	Y	Y	ADIAN	
ADPE	623	Adiantum	pedatum	L.							Pteridaceae	Y	Y	ADPE	
CRYPT3	11523	Cryptogramma		R. Br.							Pteridaceae	Y	Y	CRYPT3	
CRST2	11522	Cryptogramma	stelleri	(S.G. Gmelin) Prantl							Pteridaceae	Y	Y	CRST2	
VP-371	11522	Pteris	stelleri	S.G. Gmelin							Pteridaceae	N	N		
VP-372	11522	Pellaea	stelleri	(S.G. Gmelin) Watt							Pteridaceae	N	N		
PELLA	29076	Pellaea		Link							Pteridaceae	Y	Y	PELLA	
PEGL	29062	Pellaea	glabella	Mett. ex Kuhn							Pteridaceae	Y	Y	PEGL	
PEGLG	29062	Pellaea	glabella	Mett. ex Kuhn	glabella						Pteridaceae	N	Y	PEGLG	
PEATB	29062	Pellaea	atropurpurea	(L.) Link			bushii	Mackenzie			Pteridaceae	N	N	PEATB	
CHIMA	9084	Chimaphila		Pursh							Pyrolaceae	Y	Y	CHIMA	
CHMA3	9078	Chimaphila	maculata	(L.) Pursh							Pyrolaceae	Y	Y	CHMA3	
MIRE4	25978	Mimulus	reniformis	Engelm. ex Benth.							Scrophulariaceae	N	N	MIRE4	
MIRI	26032	Mimulus	ringens	L.							Scrophulariaceae	Y	Y	MIRI	
MIRIM	26031	Mimulus	ringens	L.			minthodes	(Greene) A.L. Grant			Scrophulariaceae	Y	N	MIRIM	
MIMI14	26031	Mimulus	minthodes	Greene							Scrophulariaceae	N	N	MIMI14	
MIPA12	26031	Mimulus	pallidus	Salisb.							Scrophulariaceae	N	N	MIPA12	
MIRIC2	26031	Mimulus	ringens	L.			congesta	Farw.			Scrophulariaceae	N	N	MIRIC2	
MIRIR	26031	Mimulus	ringens	L.			ringens				Scrophulariaceae	N	Y	MIRIR	
PEDIC	28978	Pedicularis		L.							Scrophulariaceae	Y	Y	PEDIC	
PECA	28927	Pedicularis	canadensis	L.							Scrophulariaceae	Y	Y	PECA	
VP-104	28927	Pedicularis	canadensis	L.					praeclara	A.H. Moore	Scrophulariaceae	N	N		
PELA2	28947	Pedicularis	lanceolata	Michx.							Scrophulariaceae	Y	Y	PELA2	
PEAU4	28947	Pedicularis	auriculata	Sm.							Scrophulariaceae	N	N	PEAU4	
PEPA32	28947	Pedicularis	pallida	Nutt.							Scrophulariaceae	N	N	PEPA32	
PEVI11	28947	Pedicularis	virginica	Poir.							Scrophulariaceae	N	N	PEVI11	
PENST	29562	Penstemon		Schmidel							Scrophulariaceae	Y	Y	PENST	
PECA7	29238	Penstemon	calycosus	Small							Scrophulariaceae	Y	Y	PECA7	
PELAC	29238	Penstemon	laevigatus	Aiton	calycosus	(Small) Bennett					Scrophulariaceae	N	N	PELAC	
PECO4	29254	Penstemon	cobaea	Nutt.							Scrophulariaceae	Y	Y	PECO4	
PECOP2	29254	Penstemon	cobaea	Nutt.			purpureus	Pennell			Scrophulariaceae	N	N	PECOP2	
PECOP3	29254	Penstemon	cobaea	Nutt.	purpureus	(Pennell) Pennell					Scrophulariaceae	N	N	PECOP3	
PECOT	29254	Penstemon	cobaea	Nutt.	typicus	Pennell					Scrophulariaceae	N	N	PECOT	
PEDI	29287	Penstemon	digitalis	Nutt. ex Sims							Scrophulariaceae	Y	Y	PEDI	
PELAA5	29287	Penstemon	laevigatus	Aiton			angulatus	Bennett			Scrophulariaceae	N	N	PELAA5	
PELAD2	29287	Penstemon	laevigatus	Aiton	digitalis	(Nutt. ex Sims) Bennett					Scrophulariaceae	N	N	PELAD2	
VP-355	29287	Penstemon	laevigatus	Aiton			digitalis	(Sweet) Gray			Scrophulariaceae	N	N		
PEGR5	29345	Penstemon	gracilis	Nutt.							Scrophulariaceae	Y	Y	PEGR5	
PEGRW2	29344	Penstemon	gracilis	Nutt.			wisconsinensis	(Pennell) Fassett			Scrophulariaceae	Y	Y	PEGRW2	
PEGRW	29344	Penstemon	gracilis	Nutt.	wisconsinensis	(Pennell) Pennell					Scrophulariaceae	N	N	PEGRW	
PEWI4	29344	Penstemon	wisconsinensis	Pennell							Scrophulariaceae	N	N	PEWI4	
