NAME_CD	GROUP_ID	GENUS	SPECIES	AUTHOR	SSP	SSP_AUTHOR	VAR	VAR_AUTHOR	F	F_AUTHOR	FAMILY_NAME	ACCEPTED_IND	ACCEPTED_IND_USDA	NAME_CD_USDA	INVASIVE
DULIC	14033	Dulichium		Pers.							Cyperaceae	Y	Y	DULIC	
DUAR3	14032	Dulichium	arundinaceum	(L.) Britton							Cyperaceae	Y	Y	DUAR3	
ELEOC	14377	Eleocharis		R. Br.							Cyperaceae	Y	Y	ELEOC	
ELAC	14303	Eleocharis	acicularis	(L.) Roemer & J.A. Schultes							Cyperaceae	Y	Y	ELAC	
ELCO2	14316	Eleocharis	compressa	Sullivant							Cyperaceae	Y	Y	ELCO2	
ELAC4	14316	Eleocharis	acuminata	(Muhl.) Nees							Cyperaceae	N	N	ELAC4	
ELELC	14316	Eleocharis	elliptica	Kunth			compressa	(Sullivant) Drapalik & Mohlenbrock			Cyperaceae	N	N	ELELC	
VP-124	90124	Eleocharis	compressa	Sullivant			acutisquamata	(Buckley) S.G. Smith			Cyperaceae	Y	N		
ELAC2	90124	Eleocharis	acutisquamata	Buckley							Cyperaceae	N	Y	ELAC2	
VP-125	90125	Eleocharis	compressa	Sullivant			compressa				Cyperaceae	Y	N		
ELEL4	14322	Eleocharis	elliptica	Kunth							Cyperaceae	Y	Y	ELEL4	
ELCAB3	14322	Eleocharis	capitata	(L.) R. Br.			borealis	Svens.			Cyperaceae	N	N	ELCAB3	
ELCOA2	14322	Eleocharis	compressa	Sullivant			atrata	Svens.			Cyperaceae	N	N	ELCOA2	
VP-190	14322	Eleocharis	compressa	Sullivant			borealis	Drepalik & Mohlenbrock			Cyperaceae	N	N		
ELTEA	14322	Eleocharis	tenuis	(Willd.) J.A. Schultes			atrata	(Svens.) Boivin			Cyperaceae	N	N	ELTEA	
ELTEB	14322	Eleocharis	tenuis	(Willd.) J.A. Schultes			borealis	(Svens.) Gleason			Cyperaceae	N	N	ELTEB	
VP-126	14322	Eleocharis	elliptica	Kunth			atrata	(Svens) S.G. Smith			Cyperaceae	N	N		
VP-127	14322	Eleocharis	elliptica	Kunth			elliptica				Cyperaceae	N	N		
ELEN	14324	Eleocharis	engelmannii	Steud.							Cyperaceae	Y	Y	ELEN	
VP-191	14324	Eleocharis	engelmannii	Steud.			detonsa	A. Gray			Cyperaceae	N	N		
ELENM	14324	Eleocharis	engelmannii	Steud.			monticola	(Fernald) Svens.			Cyperaceae	N	N	ELENM	
ELENR	14324	Eleocharis	engelmannii	Steud.			robusta	Fernald			Cyperaceae	N	N	ELENR	
VP-91	14324	Eleocharis	engelmannii	Steud.					detonsa	(A. Gray) Svenson	Cyperaceae	N	N		
ELMO7	14324	Eleocharis	monticola	Fernald							Cyperaceae	N	N	ELMO7	
SAGLA2	10101	Satureja	glabella	(Michx.) Briq.			angustifolia	(Torr.) Svens.			Lamiaceae	N	N	SAGLA2	
CLVU	10112	Clinopodium	vulgare	L.							Lamiaceae	Y	Y	CLVU	
CAVU8	10112	Calamintha	vulgaris	(L.) Halacsy non Clairv.							Lamiaceae	N	N	CAVU8	
CLVUN	10112	Clinopodium	vulgare	L.			neogaea	(Fernald) C.F. Reed			Lamiaceae	N	N	CLVUN	
SAVU	10112	Satureja	vulgaris	(L.) Fritsch							Lamiaceae	N	N	SAVU	
SAVUD	10112	Satureja	vulgaris	(L.) Fritsch			diminuta	(Simon) Fernald & Wieg.			Lamiaceae	N	N	SAVUD	
SAVUN	10112	Satureja	vulgaris	(L.) Fritsch			neogaea	Fernald			Lamiaceae	N	N	SAVUN	
COLLI2	10341	Collinsonia		L.							Lamiaceae	Y	Y	COLLI2	
COCA4	10337	Collinsonia	canadensis	L.							Lamiaceae	Y	Y	COCA4	
DRACO	13792	Dracocephalum		L.							Lamiaceae	Y	Y	DRACO	
DRPA2	13790	Dracocephalum	parviflorum	Nutt.							Lamiaceae	Y	Y	DRPA2	
MOPA4	13790	Moldavica	parviflora	(Nutt.) Britton							Lamiaceae	N	N	MOPA4	
GALEO	17278	Galeopsis		L.							Lamiaceae	Y	Y	GALEO	
GALA	17276	Galeopsis	ladanum	L.							Lamiaceae	Y	Y	GALA	
GATE2	17277	Galeopsis	tetrahit	L.							Lamiaceae	Y	Y	GATE2	
GATEB	17273	Galeopsis	tetrahit	L.			bifida	(Boenn.) Lej. & Court.			Lamiaceae	Y	N	GATEB	
GABI3	17273	Galeopsis	bifida	Boenn.							Lamiaceae	N	Y	GABI3	
GLECH	17946	Glechoma		L.							Lamiaceae	Y	Y	GLECH	
GLHE2	17945	Glechoma	hederacea	L.							Lamiaceae	Y	Y	GLHE2	yes
GLHEM	17945	Glechoma	hederacea	L.			micrantha	Moric.			Lamiaceae	N	N	GLHEM	
GLHEP	17945	Glechoma	hederacea	L.			parviflora	(Benth.) House			Lamiaceae	N	N	GLHEP	
NEHE2	17945	Nepeta	hederacea	(L.) Trevisan							Lamiaceae	N	N	NEHE2	
HEDEO	18732	Hedeoma		Pers.							Lamiaceae	Y	Y	HEDEO	
HEHI	18716	Hedeoma	hispida	Pursh							Lamiaceae	Y	Y	HEHI	
HEPU	18727	Hedeoma	pulegioides	(L.) Pers.							Lamiaceae	Y	Y	HEPU	
CUPU	18727	Cunila	pulegioides	L.							Lamiaceae	N	N	CUPU	
MEPU7	18727	Melissa	pulegioides	(L.) L.							Lamiaceae	N	N	MEPU7	
ZIPU3	18727	Ziziphora	pulegioides	(L.) Desf.							Lamiaceae	N	N	ZIPU3	
ISANT2	20706	Isanthus		Michx.							Lamiaceae	Y	Y	ISANT2	
ISBR3	20705	Isanthus	brachiatus	(L.) Britton, Sterns & Poggenburg							Lamiaceae	Y	Y	ISBR3	
ISBRL	20705	Isanthus	brachiatus	(L.) Britton, Sterns & Poggenburg			linearis	Fassett			Lamiaceae	N	N	ISBRL	
TEVI2	20705	Tetraclea	viscida	Lundell							Lamiaceae	N	N	TEVI2	
TRBR5	20705	Trichostema	brachiatum	L.							Lamiaceae	N	N	TRBR5	
LAMIA	91012	Lamiastrum		Heister ex Fabr.							Lamiaceae	Y	Y	LAMIA	
LAGA2	21580	Lamiastrum	galeobdolon	(L.) Ehrend. & Polatschek							Lamiaceae	Y	Y	LAGA2	
LAGA4	21580	Lamium	galeobdolon	(L.) L.							Lamiaceae	N	N	LAGA4	
LAMIU	21588	Lamium		L.							Lamiaceae	Y	Y	LAMIU	
LAAM	21583	Lamium	amplexicaule	L.							Lamiaceae	Y	Y	LAAM	
LAAMA	21583	Lamium	amplexicaule	L.			album	A.L. & M.C. Pickens			Lamiaceae	N	N	LAAMA	
LAMA	21584	Lamium	maculatum	L.							Lamiaceae	Y	Y	LAMA	
LAPU2	21587	Lamium	purpureum	L.							Lamiaceae	Y	Y	LAPU2	
LEONU	22356	Leonurus		L.							Lamiaceae	Y	Y	LEONU	
CHAIT	22356	Chaiturus		Willd.							Lamiaceae	N	Y	CHAIT	
LECA2	22354	Leonurus	cardiaca	L.							Lamiaceae	Y	Y	LECA2	
LEMA2	8683	Leonurus	marrubiastrum	L.							Lamiaceae	Y	N	LEMA2	
CHMA18	8683	Chaiturus	marrubiastrum	(L.) Reichenb.							Lamiaceae	N	Y	CHMA18	
LESI	22355	Leonurus	sibiricus	L.							Lamiaceae	Y	Y	LESI	
LEAR7	22355	Leonurus	artemisia	auct. non Lour.							Lamiaceae	N	N	LEAR7	
LYCOP4	24571	Lycopus		L.							Lamiaceae	Y	Y	LYCOP4	
LYAM	24563	Lycopus	americanus	Muhl. ex W. Bart.							Lamiaceae	Y	Y	LYAM	
LYAML	24563	Lycopus	americanus	Muhl. ex W. Bart.			longii	Benner			Lamiaceae	N	N	LYAML	
LYAMS	24563	Lycopus	americanus	Muhl. ex W. Bart.			scabrifolius	Fernald			Lamiaceae	N	N	LYAMS	
LYSI3	24563	Lycopus	sinuatus	Ell.							Lamiaceae	N	N	LYSI3	
LYAM2	24564	Lycopus	amplectens	Raf.							Lamiaceae	Y	Y	LYAM2	
LYAMP	24564	Lycopus	amplectens	Raf.			pubens	(Britton) Fernald			Lamiaceae	N	N	LYAMP	
LYPU3	24564	Lycopus	pubens	Britton							Lamiaceae	N	N	LYPU3	
LYSE4	24564	Lycopus	sessilifolius	A. Gray							Lamiaceae	N	N	LYSE4	
LYAS	24565	Lycopus	asper	Greene							Lamiaceae	Y	Y	LYAS	
LYLU2	24565	Lycopus	lucidus	auct. pro parte, non Turcz. ex Benth.							Lamiaceae	N	N	LYLU2	
LYLUA	24565	Lycopus	lucidus	Turcz. ex Benth.	americanus	(A. Gray) Hulten					Lamiaceae	N	N	LYLUA	
LYLUA2	24565	Lycopus	lucidus	Turcz. ex Benth.			americanus	A. Gray			Lamiaceae	N	N	LYLUA2	
LYEU	24567	Lycopus	europaeus	L.							Lamiaceae	Y	Y	LYEU	
LYEUM	24567	Lycopus	europaeus	L.	mollis	(Kern.) Rothm. ex Skalicky					Lamiaceae	N	N	LYEUM	
LYEUM2	24567	Lycopus	europaeus	L.			mollis	(Kern.) Briq.			Lamiaceae	N	N	LYEUM2	
LYRU	24568	Lycopus	rubellus	Moench							Lamiaceae	Y	Y	LYRU	
LYAN3	24568	Lycopus	angustifolius	Ell.							Lamiaceae	N	N	LYAN3	
LYRUA	24568	Lycopus	rubellus	Moench			angustifolius	(Ell.) Ahles			Lamiaceae	N	N	LYRUA	
LYRUA2	24568	Lycopus	rubellus	Moench			arkansanus	(Fresen.) Benner			Lamiaceae	N	N	LYRUA2	
LYRUL	24568	Lycopus	rubellus	Moench			lanceolatus	Benner			Lamiaceae	N	N	LYRUL	
LYVE4	24568	Lycopus	velutinus	Rydb.							Lamiaceae	N	N	LYVE4	
LYSH2	24562	Lycopus	x sherardii	Steele (pro sp.) [L. uniflorus x L. virginicus]							Lamiaceae	Y	Y	LYSH2	
LYUN	24569	Lycopus	uniflorus	Michx.							Lamiaceae	Y	Y	LYUN	
LYVIP	24569	Lycopus	virginicus	L.			pauciflorus	Benth.			Lamiaceae	N	N	LYVIP	
LYVI4	24570	Lycopus	virginicus	L.							Lamiaceae	Y	Y	LYVI4	
MARRU	25123	Marrubium		L.							Lamiaceae	Y	Y	MARRU	
MAVU	25122	Marrubium	vulgare	L.							Lamiaceae	Y	Y	MAVU	
MELIS	25515	Melissa		L.							Lamiaceae	Y	Y	MELIS	
MEOF2	25514	Melissa	officinalis	L.							Lamiaceae	Y	Y	MEOF2	
MENTH	25556	Mentha		L.							Lamiaceae	Y	Y	MENTH	
MEAQ	25550	Mentha	aquatica	L.							Lamiaceae	Y	Y	MEAQ	
MECI2	25550	Mentha	citrata	Ehrh.							Lamiaceae	N	N	MECI2	
MEPIC	25550	Mentha	x piperi	L.			citrata	(Ehrh.) Boivin (pro nm.)			Lamiaceae	N	N	MEPIC	
MEPIC2	25550	Mentha	piperita	L.	citrata	(Ehrh.) Briq.					Lamiaceae	N	N	MEPIC2	
MEAR4	25551	Mentha	arvensis	L.							Lamiaceae	Y	Y	MEAR4	
MEARB	25551	Mentha	arvensis	L.	borealis	(Michx.) Taylor & MacBryde					Lamiaceae	N	N	MEARB	
MEARC	25551	Mentha	arvensis	L.			canadensis	(L.) Kuntze			Lamiaceae	N	N	MEARC	
MEARG	25551	Mentha	arvensis	L.			glabrata	(Benth.) Fernald			Lamiaceae	N	N	MEARG	
MEARH	25551	Mentha	arvensis	L.	haplocalyx	Briq.					Lamiaceae	N	N	MEARH	
MEARL2	25551	Mentha	arvensis	L.			lanata	Piper			Lamiaceae	N	N	MEARL2	
MEARS3	25551	Mentha	arvensis	L.			sativa	auct. non Benth.			Lamiaceae	N	N	MEARS3	
MEARV	25551	Mentha	arvensis	L.			villosa	(Benth.) S.R. Stewart			Lamiaceae	N	N	MEARV	
MECA7	25551	Mentha	canadensis	L.							Lamiaceae	N	N	MECA7	
MEGE2	25551	Mentha	gentilis	L.							Lamiaceae	N	N	MEGE2	
MEGL	25551	Mentha	glabrior	(Hook.) Rydb.							Lamiaceae	N	N	MEGL	
MEPE8	25551	Mentha	penardii	(Briq.) Rydb.							Lamiaceae	N	N	MEPE8	
MEGR2	25545	Mentha	x gracilis	Sole (pro sp.) [M. arvensis x M. spicata]							Lamiaceae	Y	Y	MEGR2	
MECA4	25545	Mentha	cardiaca	(S.F. Gray) Gerarde ex Baker							Lamiaceae	N	N	MECA4	
ILVE	20383	Ilex	verticillata	(L.) A. Gray							Aquifoliaceae	Y	Y	ILVE	
ILBR	20383	Ilex	bronxensis	Britton							Aquifoliaceae	N	N	ILBR	
ILFA	20383	Ilex	fastigiata	Bickn.							Aquifoliaceae	N	N	ILFA	
ILVEC	20383	Ilex	verticillata	(L.) A. Gray			cyclophylla	B.L. Robins.			Aquifoliaceae	N	N	ILVEC	
ILVEF	20383	Ilex	verticillata	(L.) A. Gray			fastigiata	(Bickn.) Fernald			Aquifoliaceae	N	N	ILVEF	
ILVEP	20383	Ilex	verticillata	(L.) A. Gray			padifolia	(Willd.) Torr. & A. Gray ex S. Watson			Aquifoliaceae	N	N	ILVEP	
ILVET	20383	Ilex	verticillata	(L.) A. Gray			tenuifolia	(Torr.) S. Watson			Aquifoliaceae	N	N	ILVET	
NEMOP2	26950	Nemopanthus		Raf.							Aquifoliaceae	Y	Y	NEMOP2	
NEMU2	26949	Nemopanthus	mucronatus	(L.) Loes.							Aquifoliaceae	Y	Y	NEMU2	
VAMU2	26949	Vaccinium	mucronatum	L.							Aquifoliaceae	N	N	VAMU2	
ARISA	2783	Arisaema		Mart.							Araceae	Y	Y	ARISA	
ARDR3	2773	Arisaema	dracontium	(L.) Schott							Araceae	Y	Y	ARDR3	
MUDR	2773	Muricauda	dracontium	(L.) Small							Araceae	N	N	MUDR	
ARTR	2782	Arisaema	triphyllum	(L.) Schott							Araceae	Y	Y	ARTR	
ARTRS	2780	Arisaema	triphyllum	(L.) Schott	stewardsonii	(Britton) Huttleston					Araceae	Y	Y	ARTRS	
ARATS	2780	Arisaema	atrorubens	(Aiton) Blume			stewardsonii	(Britton) G.T. Stevens			Araceae	N	N	ARATS	
ARST9	2780	Arisaema	stewardsonii	Britton							Araceae	N	N	ARST9	
ARTRT3	2781	Arisaema	triphyllum	(L.) Schott	triphyllum						Araceae	Y	Y	ARTRT3	
ARAT5	2781	Arisaema	atrorubens	(Aiton) Blume							Araceae	N	N	ARAT5	
CALLA	6168	Calla		L.							Araceae	Y	Y	CALLA	
CAPA	6165	Calla	palustris	L.							Araceae	Y	Y	CAPA	
PELTA	29089	Peltandra		Raf.							Araceae	Y	Y	PELTA	
PEVI	29088	Peltandra	virginica	(L.) Schott							Araceae	Y	Y	PEVI	
PETH8	29088	Peltandra	tharpii	F.A. Barkley							Araceae	N	N	PETH8	
SYMPL	39421	Symplocarpus		Salisb. ex Nutt.							Araceae	Y	Y	SYMPL	
SYFO	39420	Symplocarpus	foetidus	(L.) Salisb. ex Nutt.							Araceae	Y	Y	SYFO	
SPFO2	39420	Spathyema	foetida	(L.) Raf.							Araceae	N	N	SPFO2	
VP-160	14397	Acanthopanax		Miq.							Araliaceae	Y	N		
ELEUT3	14397	Eleutherococcus		Maxim.							Araliaceae	N	Y	ELEUT3	
ACSI2	14395	Acanthopanax	sieboldianum	Makino							Araliaceae	Y	N	ACSI2	
ARPE17	14395	Aralia	pentaphylla	Siebold & Zucc.							Araliaceae	N	N	ARPE17	
ELPE6	14395	Eleutherococcus	pentaphyllus	(Siebold & Zucc.) Nakai							Araliaceae	N	Y	ELPE6	
ARALI	2409	Aralia		L.							Araliaceae	Y	Y	ARALI	
ARCH12	2399	Aralia	chinensis	L.							Araliaceae	Y	Y	ARCH12	
AREL8	2401	Aralia	elata	(Miq.) Seem.							Araliaceae	Y	Y	AREL8	
DIEL	2401	Dimorphanthus	elatus	Miq.							Araliaceae	N	N	DIEL	
ARHI2	2402	Aralia	hispida	Vent.							Araliaceae	Y	Y	ARHI2	
ARNU2	2404	Aralia	nudicaulis	L.							Araliaceae	Y	Y	ARNU2	
ARRA	2407	Aralia	racemosa	L.							Araliaceae	Y	Y	ARRA	
HEDER	18735	Hedera		L.							Araliaceae	Y	Y	HEDER	
HEHE	18734	Hedera	helix	L.							Araliaceae	Y	Y	HEHE	yes
PANAX	28358	Panax		L.							Araliaceae	Y	Y	PANAX	
PAQU	28356	Panax	quinquefolium	L.							Araliaceae	Y	Y	PAQU	
PATR2	28357	Panax	trifolium	L.							Araliaceae	Y	Y	PATR2	
ARIST2	2867	Aristolochia		L.							Aristolochiaceae	Y	Y	ARIST2	
ARSE3	2862	Aristolochia	serpentaria	L.							Aristolochiaceae	Y	Y	ARSE3	
ARCO20	2862	Aristolochia	convolvulacea	Small							Aristolochiaceae	N	N	ARCO20	
ARHA4	2862	Aristolochia	hastata	Nutt.							Aristolochiaceae	N	N	ARHA4	
ARNA2	2862	Aristolochia	nashii	Kearney							Aristolochiaceae	N	N	ARNA2	
ARSEH	2862	Aristolochia	serpentaria	L.			hastata	(Nutt.) Duchartre			Aristolochiaceae	N	N	ARSEH	
ARSEN	2862	Aristolochia	serpentaria	L.			nashii	(Kearney) Ahles			Aristolochiaceae	N	N	ARSEN	
ENSEH	2862	Endodeca	serpentaria	(L.) Raf.			hastata	(Nutt.) C.F. Reed			Aristolochiaceae	N	N	ENSEH	
ASARU	3255	Asarum		L.							Aristolochiaceae	Y	Y	ASARU	
ASCA	3248	Asarum	canadense	L.							Aristolochiaceae	Y	Y	ASCA	
ASAC7	3248	Asarum	acuminatum	(Ashe) Bickn.							Aristolochiaceae	N	N	ASAC7	
ASCAA	3248	Asarum	canadense	L.			acuminatum	Ashe			Aristolochiaceae	N	N	ASCAA	
ASCAA2	3248	Asarum	canadense	L.			ambiguum	(Bickn.) Farw.			Aristolochiaceae	N	N	ASCAA2	
ASCAR	3248	Asarum	canadense	L.			reflexum	(Bickn.) B.L. Robins.			Aristolochiaceae	N	N	ASCAR	
ASRE10	3248	Asarum	reflexum	Bickn.							Aristolochiaceae	N	N	ASRE10	
ASRU9	3248	Asarum	rubrocinctum	Peattie							Aristolochiaceae	N	N	ASRU9	
VP-161	90161	Ampelamus		Raf.							Asclepiadaceae	Y	N		
VP-139	11946	Ampelamus	laevis	(Michx.) Krings							Asclepiadaceae	Y	N		
AMAL3	11946	Ampelamus	albidus	(Nutt.) Britton							Asclepiadaceae	N	N	AMAL3	
CYLA	11946	Cynanchum	laeve	(Michx.) Pers.							Asclepiadaceae	N	Y	CYLA	
GOLA5	11946	Gonolobus	laevis	Michx.							Asclepiadaceae	N	N	GOLA5	
ASCLE	3353	Asclepias		L.							Asclepiadaceae	Y	Y	ASCLE	
ASAM	3264	Asclepias	amplexicaulis	Sm.							Asclepiadaceae	Y	Y	ASAM	
ASEX	3287	Asclepias	exaltata	L.							Asclepiadaceae	Y	Y	ASEX	
ASBI11	3287	Asclepias	bicknellii	Vail							Asclepiadaceae	N	N	ASBI11	
ASPH3	3287	Asclepias	phytolaccoides	Pursh							Asclepiadaceae	N	N	ASPH3	
ASHI	3292	Asclepias	hirtella	(Pennell) Woodson							Asclepiadaceae	Y	Y	ASHI	
ACHI5	3292	Acerates	hirtella	Pennell							Asclepiadaceae	N	N	ACHI5	
ASLOH2	3292	Asclepias	longifolia	Michx.			hirtella	(Pennell) Farmer & Bell			Asclepiadaceae	N	N	ASLOH2	
ASIN	3297	Asclepias	incarnata	L.							Asclepiadaceae	Y	Y	ASIN	
VP-72	3297	Asclepias	incarnata	L.					albiflora	Heller	Asclepiadaceae	N	N		
ASLA3	3301	Asclepias	lanuginosa	Nutt.							Asclepiadaceae	Y	Y	ASLA3	
ACLA4	3301	Acerates	lanuginosa	(Nutt.) Dcne.							Asclepiadaceae	N	N	ACLA4	
ASOT	3301	Asclepias	otarioides	auct. non Fourn.							Asclepiadaceae	N	N	ASOT	
ASME	3308	Asclepias	meadii	Torr. ex A. Gray							Asclepiadaceae	Y	Y	ASME	
ASOV	3315	Asclepias	ovalifolia	Dcne.							Asclepiadaceae	Y	Y	ASOV	
ASPE	3317	Asclepias	perennis	Walt.							Asclepiadaceae	Y	Y	ASPE	
ASPU2	3321	Asclepias	purpurascens	L.							Asclepiadaceae	Y	Y	ASPU2	
ASSP	3328	Asclepias	speciosa	Torr.							Asclepiadaceae	Y	Y	ASSP	
ASGI6	3328	Asclepias	giffordii	Eastw.							Asclepiadaceae	N	N	ASGI6	
ASSU3	3333	Asclepias	sullivantii	Engelm. ex A. Gray							Asclepiadaceae	Y	Y	ASSU3	
ASSY	3334	Asclepias	syriaca	L.							Asclepiadaceae	Y	Y	ASSY	
ASIN13	3334	Asclepias	intermedia	Vail							Asclepiadaceae	N	N	ASIN13	
ASKA3	3334	Asclepias	kansana	Vail							Asclepiadaceae	N	N	ASKA3	
ASSYK	3334	Asclepias	syriaca	L.			kansana	(Vail) Palmer & Steyermark			Asclepiadaceae	N	N	ASSYK	
ASTU	3340	Asclepias	tuberosa	L.							Asclepiadaceae	Y	Y	ASTU	
ASTUI	3337	Asclepias	tuberosa	L.	interior	Woodson					Asclepiadaceae	Y	Y	ASTUI	
ASTUI2	3337	Asclepias	tuberosa	L.			interior	(Woodson) Shinners			Asclepiadaceae	N	N	ASTUI2	
ASTUT	3337	Asclepias	tuberosa	L.	terminalis	Woodson					Asclepiadaceae	N	N	ASTUT	
ILEX	20386	Ilex		L.							Aquifoliaceae	Y	Y	ILEX	
ILOP	20372	Ilex	opaca	Aiton							Aquifoliaceae	Y	Y	ILOP	
VP-277	3337	Asclepias	tuberosa	L.					bicolor	Standl.	Asclepiadaceae	N	N		
ASVE	3345	Asclepias	verticillata	L.							Asclepiadaceae	Y	Y	ASVE	
ARHIA	2292	Arabis	hirsuta	(L.) Scop.			adpressipilis	(M. Hopkins) Rollins			Brassicaceae	Y	N	ARHIA	
ARHIP	2292	Arabis	hirsuta	(L.) Scop.			pycnocarpa	(M. Hopkins) Rollins			Brassicaceae	N	Y	ARHIP	
ARHIP2	2292	Arabis	hirsuta	(L.) Scop.	pycnocarpa	(M. Hopkins) Hulten					Brassicaceae	N	N	ARHIP2	
AROV2	2292	Arabis	ovata	sensu Small, non Michx.							Brassicaceae	N	N	AROV2	
ARPY4	2292	Arabis	pycnocarpa	M. Hopkins							Brassicaceae	N	N	ARPY4	
ARPYA	2292	Arabis	pycnocarpa	M. Hopkins			adpressipilis	M. Hopkins			Brassicaceae	N	N	ARPYA	
VP-173	90173	Boechera		A. Lýve & D. Lýve							Brassicaceae	Y	N		
VP-133	2254	Boechera	canadensis	(L.) Al-Shehbaz							Brassicaceae	Y	N		
ARCA	2254	Arabis	canadensis	L.							Brassicaceae	N	Y	ARCA	
BODI4	2242	Boechera	divaricarpa	(A. Nels.) A.& D. Lýve							Brassicaceae	Y	N	BODI4	
ARDI2	2242	Arabis	x divaricarpa	A. Nels. (pro sp.)							Brassicaceae	N	Y	ARDI2	
ARAC6	2242	Arabis	acutina	Greene							Brassicaceae	N	N	ARAC6	
ARCOI	2242	Arabis	confinis	S. Watson			interposita	(Greene) Welsh & Reveal			Brassicaceae	N	N	ARCOI	
ARDID3	2242	Arabis	divaricarpa	A. Nels.			dechamplainii	Boivin			Brassicaceae	N	N	ARDID3	
ARDII	2242	Arabis	divaricarpa	A. Nels.			interposita	(Greene) Rollins			Brassicaceae	N	N	ARDII	
ARDIS2	2242	Arabis	divaricarpa	A. Nels.			stenocarpa	M. Hopkins			Brassicaceae	N	N	ARDIS2	
ARDIT	2242	Arabis	divaricarpa	A. Nels.			typica	Rollins			Brassicaceae	N	N	ARDIT	
ARIN9	2242	Arabis	interposita	Greene							Brassicaceae	N	N	ARIN9	
BODR	2269	Boechera	drummondii	(A. Gray) A.& D. Love							Brassicaceae	Y	N	BODR	
ARDR	2269	Arabis	drummondii	A. Gray							Brassicaceae	N	Y	ARDR	
ARBR7	2269	Arabis	brachycarpa	(Torr. & A. Gray) Britton							Brassicaceae	N	N	ARBR7	
ARCO18	2269	Arabis	connexa	Greene							Brassicaceae	N	N	ARCO18	
ARCO24	2269	Arabis	confinis	S. Watson							Brassicaceae	N	N	ARCO24	
ARDRC	2269	Arabis	drummondii	A. Gray			connexa	(Greene) Fernald			Brassicaceae	N	N	ARDRC	
ARDRO	2269	Arabis	drummondii	A. Gray			oxyphylla	(Greene) M. Hopkins			Brassicaceae	N	N	ARDRO	
AROX2	2269	Arabis	oxyphylla	Greene							Brassicaceae	N	N	AROX2	
ERDR2	2269	Erysimum	drummondii	(A. Gray) Kuntze							Brassicaceae	N	N	ERDR2	
TUDR	2269	Turritis	drummondii	(A. Gray) Lunell							Brassicaceae	N	N	TUDR	
VP-134	2308	Boechera	laevigata	(Muhl. ex Willd.) Al-Shehbaz							Brassicaceae	Y	N		
ARLA	2308	Arabis	laevigata	(Muhl. ex Willd.) Poir.							Brassicaceae	N	Y	ARLA	
VP-177	2326	Boechera	missouriensis	(Greene) Al-Shehbaz							Brassicaceae	Y	Y		
ARMI5	2326	Arabis	missouriensis	Greene							Brassicaceae	N	Y	ARMI5	
ARLAM2	2326	Arabis	laevigata	(Muhl. ex Willd.) Poir.			missouriensis	(Greene) Ahles			Brassicaceae	N	N	ARLAM2	
ARMID	2326	Arabis	missouriensis	Greene			deamii	(M. Hopkins) M. Hopkins			Brassicaceae	N	N	ARMID	
ARVI9	2326	Arabis	viridis	Harger							Brassicaceae	N	N	ARVI9	
ARVID2	2326	Arabis	viridis	Harger			deamii	M. Hopkins			Brassicaceae	N	N	ARVID2	
ARVIH	2326	Arabis	viridis	Harger			heterophylla	(Farw.) Farw.			Brassicaceae	N	N	ARVIH	
VP-174	2369	Boechera	shortii	(Fernald) Al-Shehbaz							Brassicaceae	Y	N		
ARSH2	2369	Arabis	shortii	(Fernald) Gleason							Brassicaceae	N	Y	ARSH2	
ARDE8	2369	Arabis	dentata	(Torr.) Torr. & A. Gray							Brassicaceae	N	N	ARDE8	
ARDEP	2369	Arabis	dentata	(Torr.) Torr. & A. Gray			phalacrocarpa	M. Hopkins			Brassicaceae	N	N	ARDEP	
ARPEP2	2369	Arabis	perstellata	E.L. Braun			phalacrocarpa	(M. Hopkins) Fernald			Brassicaceae	N	N	ARPEP2	
ARPES	2369	Arabis	perstellata	E.L. Braun			shortii	Fernald			Brassicaceae	N	N	ARPES	
ARSHP	2369	Arabis	shortii	(Fernald) Gleason			phalacrocarpa	(M. Hopkins) Steyermark			Brassicaceae	N	N	ARSHP	
IODE	2369	Iodanthus	dentatus	(Torr.) Greene							Brassicaceae	N	N	IODE	
SIDE7	2369	Sisymbrium	dentatum	Torr.							Brassicaceae	N	N	SIDE7	
ARMOR	2873	Armoracia		P.G. Gaertn., B. Mey. & Scherb.							Brassicaceae	Y	Y	ARMOR	
ARRU4	2872	Armoracia	rusticana	P.G. Gaertn., B. Mey. & Scherb.							Brassicaceae	Y	Y	ARRU4	
ARAR16	2872	Armoracia	armoracia	(L.) Britton							Brassicaceae	N	N	ARAR16	
ARLA23	2872	Armoracia	lapathifolia	Gilib.							Brassicaceae	N	N	ARLA23	
COAR10	2872	Cochlearia	armoracia	L.							Brassicaceae	N	N	COAR10	
NAAR4	2872	Nasturtium	armoracia	(L.) Fries							Brassicaceae	N	N	NAAR4	
RAAR5	2872	Radicula	armoracia	(L.) B.L. Robins.							Brassicaceae	N	N	RAAR5	
ROAR4	2872	Rorippa	armoracia	(L.) A.S. Hitchc.							Brassicaceae	N	N	ROAR4	
BARBA	4705	Barbarea		R. Br.							Brassicaceae	Y	Y	BARBA	
BAVE	4703	Barbarea	verna	(Mill.) Aschers.							Brassicaceae	Y	Y	BAVE	
BAPR2	4703	Barbarea	praecox	(Smith) R. Br.							Brassicaceae	N	N	BAPR2	
CAVE15	4703	Campe	verna	(Mill.) Heller							Brassicaceae	N	N	CAVE15	
